Orthogroup	Clus_ATCC42720	Clus_L17
OG0000425	CLUG_00167	E0198_000932
OG0000426	CLUG_00168	E0198_000931
OG0000427	CLUG_00169	E0198_000930
OG0000428	CLUG_00170	E0198_000928
OG0000429	CLUG_00172	E0198_000925
OG0000430	CLUG_00175	E0198_000924
OG0000431	CLUG_00176	E0198_000923
OG0000432	CLUG_00177	E0198_000922
OG0000433	CLUG_00179	E0198_000920
OG0000434	CLUG_00180	E0198_000919
OG0000435	CLUG_00181	E0198_000918
OG0000436	CLUG_00182	E0198_000917
OG0000437	CLUG_00183	E0198_000916
OG0000438	CLUG_00184	E0198_000915
OG0000439	CLUG_00185	E0198_000914
OG0000440	CLUG_00186	E0198_000913
OG0000441	CLUG_00187	E0198_000912
OG0000442	CLUG_00189	E0198_000911
OG0000443	CLUG_00191	E0198_000907
OG0000444	CLUG_00192	E0198_000906
OG0000445	CLUG_00193	E0198_000905
OG0000446	CLUG_00194	E0198_000904
OG0000447	CLUG_00195	E0198_000903
OG0000448	CLUG_00196	E0198_000902
OG0000449	CLUG_00198	E0198_000901
OG0000450	CLUG_00199	E0198_000900
OG0000451	CLUG_00202	E0198_000899
OG0000452	CLUG_00203	E0198_000898
OG0000453	CLUG_00204	E0198_000897
OG0000454	CLUG_00205	E0198_000896
OG0000455	CLUG_00207	E0198_000894
OG0000456	CLUG_00208	E0198_000891
OG0000457	CLUG_00209	E0198_000890
OG0000458	CLUG_00210	E0198_000889
OG0000459	CLUG_00211	E0198_000888
OG0000460	CLUG_00212	E0198_000887
OG0000461	CLUG_00213	E0198_000886
OG0000462	CLUG_00214	E0198_000885
OG0000463	CLUG_00215	E0198_000884
OG0000464	CLUG_00216	E0198_000883
OG0000465	CLUG_00217	E0198_000882
OG0000466	CLUG_00219	E0198_000880
OG0000467	CLUG_00221	E0198_000877
OG0000468	CLUG_00224	E0198_000875
OG0000469	CLUG_00225	E0198_000874
OG0000470	CLUG_00226	E0198_000873
OG0000471	CLUG_00227	E0198_000872
OG0000472	CLUG_00228	E0198_000871
OG0000473	CLUG_00229	E0198_000870
OG0000474	CLUG_00230	E0198_000869
OG0000475	CLUG_00231	E0198_000868
OG0000476	CLUG_00232	E0198_000867
OG0000477	CLUG_00234	E0198_000865
OG0000478	CLUG_00235	E0198_000864
OG0000479	CLUG_00240	E0198_000863
OG0000480	CLUG_00242	E0198_000862
OG0000481	CLUG_00243	E0198_000859
OG0000482	CLUG_00244	E0198_000858
OG0000483	CLUG_00245	E0198_000857
OG0000484	CLUG_00246	E0198_000855
OG0000485	CLUG_00247	E0198_000854
OG0000486	CLUG_00248	E0198_000853
OG0000487	CLUG_00249	E0198_000851
OG0000488	CLUG_00250	E0198_000850
OG0000489	CLUG_00251	E0198_000849
OG0000490	CLUG_00252	E0198_000848
OG0000491	CLUG_00254	E0198_000847
OG0000492	CLUG_00255	E0198_000846
OG0000493	CLUG_00256	E0198_000845
OG0000494	CLUG_00258	E0198_000843
OG0000495	CLUG_00259	E0198_000842
OG0000496	CLUG_00260	E0198_000841
OG0000497	CLUG_00261	E0198_000840
OG0000498	CLUG_00262	E0198_000839
OG0000499	CLUG_00263	E0198_000837
OG0000500	CLUG_00264	E0198_000836
OG0000501	CLUG_00286	E0198_000833
OG0000502	CLUG_00287	E0198_000832
OG0000503	CLUG_00288	E0198_000831
OG0000504	CLUG_00289	E0198_000830
OG0000505	CLUG_00291	E0198_000829
OG0000506	CLUG_00292	E0198_000828
OG0000507	CLUG_00293	E0198_000827
OG0000508	CLUG_00294	E0198_000826
OG0000509	CLUG_00295	E0198_000825
OG0000510	CLUG_00296	E0198_000824
OG0000511	CLUG_00297	E0198_000823
OG0000512	CLUG_00298	E0198_000822
OG0000513	CLUG_00299	E0198_000821
OG0000514	CLUG_00300	E0198_000820
OG0000515	CLUG_00301	E0198_000819
OG0000516	CLUG_00302	E0198_000818
OG0000517	CLUG_00303	E0198_000817
OG0000518	CLUG_00304	E0198_000816
OG0000519	CLUG_00305	E0198_000815
OG0000520	CLUG_00306	E0198_000814
OG0000521	CLUG_00309	E0198_000812
OG0000522	CLUG_00311	E0198_000811
OG0000523	CLUG_00312	E0198_000810
OG0000524	CLUG_00314	E0198_000807
OG0000525	CLUG_00315	E0198_000806
OG0000526	CLUG_00316	E0198_000805
OG0000527	CLUG_00317	E0198_000804
OG0000528	CLUG_00318	E0198_000803
OG0000529	CLUG_00319	E0198_000802
OG0000530	CLUG_00320	E0198_000801
OG0000531	CLUG_00323	E0198_000798
OG0000532	CLUG_00324	E0198_000797
OG0000533	CLUG_00326	E0198_000796
OG0000534	CLUG_00327	E0198_000795
OG0000535	CLUG_00328	E0198_000794
OG0000536	CLUG_00329	E0198_000793
OG0000537	CLUG_00330	E0198_000792
OG0000538	CLUG_00331	E0198_000791
OG0000539	CLUG_00332	E0198_000790
OG0000540	CLUG_00333	E0198_000789
OG0000541	CLUG_00334	E0198_000788
OG0000542	CLUG_00335	E0198_000787
OG0000543	CLUG_00337	E0198_000786
OG0000544	CLUG_00338	E0198_000785
OG0000545	CLUG_00339	E0198_000784
OG0000546	CLUG_00340	E0198_000783
OG0000547	CLUG_00341	E0198_000782
OG0000548	CLUG_00342	E0198_000781
OG0000549	CLUG_00343	E0198_000780
OG0000550	CLUG_00344	E0198_000779
OG0000551	CLUG_00345	E0198_000778
OG0000552	CLUG_00346	E0198_000777
OG0000553	CLUG_00347	E0198_000775
OG0000554	CLUG_00348	E0198_000774
OG0000555	CLUG_00349	E0198_000773
OG0000556	CLUG_00350	E0198_000772
OG0000557	CLUG_00351	E0198_000771
OG0000558	CLUG_00353	E0198_000769
OG0000559	CLUG_00354	E0198_000768
OG0000560	CLUG_00356	E0198_000767
OG0000561	CLUG_00357	E0198_000766
OG0000562	CLUG_00360	E0198_000765
OG0000563	CLUG_00361	E0198_000764
OG0000564	CLUG_00363	E0198_000763
OG0000565	CLUG_00365	E0198_000762
OG0000566	CLUG_00366	E0198_000761
OG0000567	CLUG_00367	E0198_000760
OG0000568	CLUG_00368	E0198_000759
OG0000569	CLUG_00369	E0198_000758
OG0000570	CLUG_00371	E0198_000756
OG0000571	CLUG_00372	E0198_000755
OG0000572	CLUG_00373	E0198_000754
OG0000573	CLUG_00374	E0198_000753
OG0000574	CLUG_00375	E0198_000752
OG0000575	CLUG_00380	E0198_000748
OG0000576	CLUG_00382	E0198_000747
OG0000577	CLUG_00383	E0198_000746
OG0000578	CLUG_00384	E0198_000745
OG0000579	CLUG_00385	E0198_000744
OG0000580	CLUG_00386	E0198_000743
OG0000581	CLUG_00387	E0198_000742
OG0000582	CLUG_00388	E0198_000741
OG0000583	CLUG_00389	E0198_000740
OG0000584	CLUG_00390	E0198_000739
OG0000585	CLUG_00391	E0198_000738
OG0000586	CLUG_00396	E0198_000736
OG0000588	CLUG_00400	E0198_000733
OG0000589	CLUG_00404	E0198_000730
OG0000590	CLUG_00406	E0198_000729
OG0000591	CLUG_00407	E0198_000728
OG0000592	CLUG_00408	E0198_000727
OG0000593	CLUG_00409	E0198_000726
OG0000594	CLUG_00411	E0198_000725
OG0000595	CLUG_00412	E0198_000724
OG0000596	CLUG_00415	E0198_000723
OG0000597	CLUG_00416	E0198_000722
OG0000598	CLUG_00417	E0198_000721
OG0000599	CLUG_00418	E0198_000720
OG0000600	CLUG_00422	E0198_000716
OG0000601	CLUG_00423	E0198_000715
OG0000602	CLUG_00424	E0198_000714
OG0000603	CLUG_00426	E0198_000713
OG0000604	CLUG_00427	E0198_000712
OG0000605	CLUG_00428	E0198_000711
OG0000606	CLUG_00429	E0198_000710
OG0000607	CLUG_00430	E0198_000709
OG0000608	CLUG_00432	E0198_000707
OG0000609	CLUG_00433	E0198_000706
OG0000610	CLUG_00434	E0198_000705
OG0000611	CLUG_00435	E0198_000704
OG0000612	CLUG_00436	E0198_000703
OG0000613	CLUG_00437	E0198_000702
OG0000614	CLUG_00438	E0198_000701
OG0000615	CLUG_00439	E0198_000700
OG0000616	CLUG_00441	E0198_000698
OG0000617	CLUG_00443	E0198_000696
OG0000618	CLUG_00444	E0198_000695
OG0000619	CLUG_00445	E0198_000694
OG0000620	CLUG_00446	E0198_000693
OG0000621	CLUG_00447	E0198_000692
OG0000622	CLUG_00448	E0198_000691
OG0000623	CLUG_00450	E0198_000690
OG0000624	CLUG_00451	E0198_000689
OG0000625	CLUG_00453	E0198_000688
OG0000626	CLUG_00454	E0198_000687
OG0000627	CLUG_00455	E0198_000686
OG0000628	CLUG_00457	E0198_000685
OG0000629	CLUG_00458	E0198_000684
OG0000630	CLUG_00459	E0198_000683
OG0000631	CLUG_00461	E0198_000682
OG0000632	CLUG_00462	E0198_000680
OG0000633	CLUG_00463	E0198_000679
OG0000634	CLUG_00464	E0198_000678
OG0000635	CLUG_00465	E0198_000676
OG0000636	CLUG_00469	E0198_000672
OG0000637	CLUG_00470	E0198_000671
OG0000638	CLUG_00472	E0198_000669
OG0000639	CLUG_00474	E0198_000668
OG0000640	CLUG_00477	E0198_000666
OG0000641	CLUG_00479	E0198_000665
OG0000642	CLUG_00480	E0198_000664
OG0000643	CLUG_00482	E0198_000663
OG0000644	CLUG_00483	E0198_000662
OG0000645	CLUG_00484	E0198_000661
OG0000646	CLUG_00485	E0198_000660
OG0000647	CLUG_00486	E0198_000659
OG0000648	CLUG_00487	E0198_000658
OG0000649	CLUG_00492	E0198_000655
OG0000650	CLUG_00493	E0198_000654
OG0000651	CLUG_00494	E0198_000653
OG0000652	CLUG_00497	E0198_000652
OG0000653	CLUG_00499	E0198_000651
OG0000654	CLUG_00501	E0198_000650
OG0000655	CLUG_00503	E0198_000649
OG0000656	CLUG_00504	E0198_000648
OG0000657	CLUG_00505	E0198_000645
OG0000658	CLUG_00507	E0198_000643
OG0000659	CLUG_00508	E0198_000642
OG0000660	CLUG_00509	E0198_000641
OG0000661	CLUG_00511	E0198_000640
OG0000662	CLUG_00512	E0198_000639
OG0000663	CLUG_00514	E0198_000638
OG0000664	CLUG_00515	E0198_000637
OG0000665	CLUG_00516	E0198_000636
OG0000666	CLUG_00517	E0198_000635
OG0000667	CLUG_00518	E0198_000634
OG0000668	CLUG_00519	E0198_000633
OG0000669	CLUG_00520	E0198_000632
OG0000670	CLUG_00521	E0198_000631
OG0000671	CLUG_00522	E0198_000630
OG0000672	CLUG_00523	E0198_000629
OG0000673	CLUG_00525	E0198_000627
OG0000674	CLUG_00526	E0198_000626
OG0000675	CLUG_00527	E0198_000625
OG0000676	CLUG_00528	E0198_000624
OG0000677	CLUG_00529	E0198_000623
OG0000678	CLUG_00531	E0198_000621
OG0000679	CLUG_00532	E0198_000620
OG0000680	CLUG_00533	E0198_000619
OG0000681	CLUG_00534	E0198_000618
OG0000682	CLUG_00535	E0198_000617
OG0000683	CLUG_00536	E0198_000616
OG0000684	CLUG_00537	E0198_000615
OG0000685	CLUG_00538	E0198_000614
OG0000686	CLUG_00539	E0198_000613
OG0000687	CLUG_00540	E0198_000612
OG0000688	CLUG_00542	E0198_000610
OG0000689	CLUG_00543	E0198_000609
OG0000690	CLUG_00544	E0198_000607
OG0000691	CLUG_00545	E0198_000606
OG0000692	CLUG_00546	E0198_000605
OG0000693	CLUG_00547	E0198_000604
OG0000694	CLUG_00548	E0198_000603
OG0000695	CLUG_00549	E0198_000602
OG0000696	CLUG_00550	E0198_000601
OG0000697	CLUG_00551	E0198_000600
OG0000698	CLUG_00552	E0198_000599
OG0000699	CLUG_00553	E0198_000598
OG0000700	CLUG_00554	E0198_000597
OG0000701	CLUG_00555	E0198_000596
OG0000702	CLUG_00556	E0198_000595
OG0000703	CLUG_00557	E0198_000594
OG0000704	CLUG_00558	E0198_000593
OG0000705	CLUG_00559	E0198_000592
OG0000706	CLUG_00561	E0198_000591
OG0000707	CLUG_00563	E0198_000588
OG0000708	CLUG_00564	E0198_000587
OG0000709	CLUG_00565	E0198_000586
OG0000710	CLUG_00568	E0198_000583
OG0000711	CLUG_00569	E0198_000582
OG0000712	CLUG_00570	E0198_000581
OG0000713	CLUG_00571	E0198_000580
OG0000714	CLUG_00574	E0198_000578
OG0000715	CLUG_00577	E0198_000577
OG0000716	CLUG_00578	E0198_000576
OG0000717	CLUG_00580	E0198_000575
OG0000718	CLUG_00581	E0198_000574
OG0000719	CLUG_00582	E0198_000573
OG0000720	CLUG_00584	E0198_000572
OG0000721	CLUG_00585	E0198_000571
OG0000722	CLUG_00586	E0198_000570
OG0000723	CLUG_00588	E0198_000568
OG0000724	CLUG_00589	E0198_000567
OG0000725	CLUG_00590	E0198_000566
OG0000726	CLUG_00591	E0198_000565
OG0000727	CLUG_00593	E0198_000564
OG0000728	CLUG_00594	E0198_000563
OG0000729	CLUG_00595	E0198_000562
OG0000730	CLUG_00596	E0198_000561
OG0000731	CLUG_00598	E0198_000559
OG0000732	CLUG_00599	E0198_000558
OG0000733	CLUG_00600	E0198_000557
OG0000734	CLUG_00601	E0198_000556
OG0000735	CLUG_00602	E0198_000555
OG0000736	CLUG_00603	E0198_000554
OG0000737	CLUG_00604	E0198_000553
OG0000738	CLUG_00605	E0198_000552
OG0000739	CLUG_00608	E0198_000551
OG0000740	CLUG_00609	E0198_000550
OG0000741	CLUG_00610	E0198_000549
OG0000742	CLUG_00613	E0198_000547
OG0000743	CLUG_00614	E0198_000546
OG0000744	CLUG_00615	E0198_000545
OG0000745	CLUG_00616	E0198_000544
OG0000746	CLUG_00617	E0198_000543
OG0000747	CLUG_00619	E0198_000542
OG0000748	CLUG_00620	E0198_000541
OG0000749	CLUG_00621	E0198_000540
OG0000750	CLUG_00623	E0198_000539
OG0000751	CLUG_00624	E0198_000538
OG0000752	CLUG_00625	E0198_000537
OG0000753	CLUG_00627	E0198_000536
OG0000754	CLUG_00629	E0198_000535
OG0000755	CLUG_00631	E0198_000533
OG0000756	CLUG_00632	E0198_000532
OG0000757	CLUG_00633	E0198_000531
OG0000758	CLUG_00634	E0198_000530
OG0000759	CLUG_00635	E0198_000529
OG0000760	CLUG_00636	E0198_000527
OG0000761	CLUG_00637	E0198_000526
OG0000762	CLUG_00638	E0198_000525
OG0000763	CLUG_00639	E0198_000524
OG0000764	CLUG_00641	E0198_000523
OG0000765	CLUG_00643	E0198_000522
OG0000766	CLUG_00644	E0198_000521
OG0000767	CLUG_00645	E0198_000520
OG0000768	CLUG_00646	E0198_000519
OG0000769	CLUG_00648	E0198_000517
OG0000770	CLUG_00649	E0198_000516
OG0000771	CLUG_00650	E0198_000515
OG0000772	CLUG_00651	E0198_000514
OG0000773	CLUG_00652	E0198_000512
OG0000774	CLUG_00653	E0198_000511
OG0000775	CLUG_00654	E0198_000510
OG0000776	CLUG_00655	E0198_000509
OG0000777	CLUG_00657	E0198_000507
OG0000778	CLUG_00658	E0198_000506
OG0000779	CLUG_00659	E0198_000505
OG0000780	CLUG_00661	E0198_000504
OG0000781	CLUG_00663	E0198_000503
OG0000782	CLUG_00664	E0198_000502
OG0000783	CLUG_00666	E0198_000501
OG0000784	CLUG_00667	E0198_000500
OG0000785	CLUG_00668	E0198_000499
OG0000786	CLUG_00669	E0198_000498
OG0000787	CLUG_00670	E0198_000497
OG0000788	CLUG_00671	E0198_000496
OG0000789	CLUG_00672	E0198_000495
OG0000790	CLUG_00673	E0198_000494
OG0000791	CLUG_00674	E0198_000493
OG0000792	CLUG_00675	E0198_000492
OG0000793	CLUG_00676	E0198_000491
OG0000794	CLUG_00677	E0198_000489
OG0000795	CLUG_00678	E0198_000488
OG0000796	CLUG_00679	E0198_000487
OG0000797	CLUG_00680	E0198_000485
OG0000798	CLUG_00681	E0198_000484
OG0000799	CLUG_00682	E0198_000483
OG0000800	CLUG_00684	E0198_000482
OG0000801	CLUG_00685	E0198_000481
OG0000802	CLUG_00686	E0198_000480
OG0000803	CLUG_00687	E0198_000479
OG0000804	CLUG_00688	E0198_000478
OG0000805	CLUG_00689	E0198_000477
OG0000806	CLUG_00690	E0198_000476
OG0000807	CLUG_00691	E0198_000475
OG0000808	CLUG_00694	E0198_000474
OG0000810	CLUG_00700	E0198_000470
OG0000811	CLUG_00703	E0198_000467
OG0000812	CLUG_00704	E0198_000466
OG0000813	CLUG_00705	E0198_000465
OG0000814	CLUG_00706	E0198_000464
OG0000815	CLUG_00707	E0198_000463
OG0000816	CLUG_00708	E0198_000462
OG0000817	CLUG_00710	E0198_000461
OG0000818	CLUG_00711	E0198_000460
OG0000819	CLUG_00712	E0198_000459
OG0000820	CLUG_00713	E0198_000458
OG0000821	CLUG_00714	E0198_000457
OG0000822	CLUG_00715	E0198_000456
OG0000823	CLUG_00716	E0198_000455
OG0000824	CLUG_00717	E0198_000454
OG0000825	CLUG_00718	E0198_000453
OG0000826	CLUG_00719	E0198_000452
OG0000827	CLUG_00720	E0198_000450
OG0000828	CLUG_00722	E0198_000448
OG0000829	CLUG_00723	E0198_000446
OG0000830	CLUG_00724	E0198_000445
OG0000831	CLUG_00725	E0198_000444
OG0000832	CLUG_00726	E0198_000443
OG0000833	CLUG_00727	E0198_000442
OG0000834	CLUG_00728	E0198_000441
OG0000835	CLUG_00729	E0198_000440
OG0000836	CLUG_00730	E0198_000439
OG0000837	CLUG_00731	E0198_000438
OG0000838	CLUG_00733	E0198_000437
OG0000839	CLUG_00736	E0198_000434
OG0000840	CLUG_00737	E0198_000433
OG0000841	CLUG_00738	E0198_000432
OG0000842	CLUG_00742	E0198_000430
OG0000843	CLUG_00743	E0198_000429
OG0000844	CLUG_00745	E0198_000428
OG0000845	CLUG_00746	E0198_000427
OG0000846	CLUG_00747	E0198_000426
OG0000847	CLUG_00748	E0198_000425
OG0000848	CLUG_00749	E0198_000424
OG0000849	CLUG_00750	E0198_000423
OG0000850	CLUG_00752	E0198_000421
OG0000851	CLUG_00753	E0198_000420
OG0000852	CLUG_00754	E0198_000419
OG0000853	CLUG_00755	E0198_000418
OG0000854	CLUG_00756	E0198_000417
OG0000855	CLUG_00757	E0198_000415
OG0000856	CLUG_00759	E0198_000413
OG0000857	CLUG_00760	E0198_000412
OG0000858	CLUG_00761	E0198_000411
OG0000859	CLUG_00764	E0198_000407
OG0000860	CLUG_00765	E0198_000406
OG0000861	CLUG_00766	E0198_000405
OG0000862	CLUG_00767	E0198_000404
OG0000863	CLUG_00768	E0198_000403
OG0000864	CLUG_00769	E0198_000402
OG0000865	CLUG_00770	E0198_000401
OG0000866	CLUG_00771	E0198_000398
OG0000867	CLUG_00772	E0198_000397
OG0000868	CLUG_00773	E0198_000396
OG0000869	CLUG_00774	E0198_000395
OG0000870	CLUG_00775	E0198_000394
OG0000871	CLUG_00776	E0198_000393
OG0000872	CLUG_00777	E0198_000392
OG0000873	CLUG_00780	E0198_000389
OG0000874	CLUG_00781	E0198_000388
OG0000875	CLUG_00782	E0198_000387
OG0000876	CLUG_00783	E0198_000386
OG0000877	CLUG_00786	E0198_000385
OG0000878	CLUG_00787	E0198_000384
OG0000879	CLUG_00788	E0198_000383
OG0000880	CLUG_00789	E0198_000382
OG0000881	CLUG_00790	E0198_000381
OG0000882	CLUG_00791	E0198_000380
OG0000883	CLUG_00793	E0198_000378
OG0000884	CLUG_00794	E0198_000377
OG0000885	CLUG_00795	E0198_000376
OG0000886	CLUG_00796	E0198_000375
OG0000887	CLUG_00797	E0198_000374
OG0000888	CLUG_00798	E0198_000373
OG0000889	CLUG_00799	E0198_000372
OG0000890	CLUG_00800	E0198_000371
OG0000891	CLUG_00801	E0198_000370
OG0000892	CLUG_00802	E0198_000369
OG0000893	CLUG_00804	E0198_000368
OG0000894	CLUG_00805	E0198_000367
OG0000895	CLUG_00806	E0198_000366
OG0000896	CLUG_00807	E0198_000363
OG0000897	CLUG_00808	E0198_000362
OG0000898	CLUG_00809	E0198_000360
OG0000899	CLUG_00810	E0198_000359
OG0000900	CLUG_00811	E0198_000358
OG0000901	CLUG_00812	E0198_000357
OG0000902	CLUG_00813	E0198_000356
OG0000903	CLUG_00814	E0198_000355
OG0000904	CLUG_00815	E0198_000354
OG0000905	CLUG_00816	E0198_000353
OG0000906	CLUG_00817	E0198_000352
OG0000907	CLUG_00818	E0198_000351
OG0000908	CLUG_00819	E0198_000350
OG0000909	CLUG_00820	E0198_000349
OG0000910	CLUG_00821	E0198_000348
OG0000911	CLUG_00823	E0198_000345
OG0000912	CLUG_00824	E0198_000343
OG0000913	CLUG_00825	E0198_000342
OG0000914	CLUG_00826	E0198_000340
OG0000915	CLUG_00827	E0198_000339
OG0000916	CLUG_00829	E0198_000338
OG0000917	CLUG_00831	E0198_000337
OG0000918	CLUG_00832	E0198_000336
OG0000919	CLUG_00833	E0198_000335
OG0000920	CLUG_00834	E0198_000334
OG0000921	CLUG_00835	E0198_000333
OG0000922	CLUG_00836	E0198_000332
OG0000923	CLUG_00837	E0198_000331
OG0000924	CLUG_00838	E0198_000330
OG0000925	CLUG_00839	E0198_000329
OG0000926	CLUG_00840	E0198_000328
OG0000927	CLUG_00842	E0198_000327
OG0000928	CLUG_00845	E0198_000326
OG0000929	CLUG_00846	E0198_000325
OG0000930	CLUG_00847	E0198_000324
OG0000931	CLUG_00848	E0198_000323
OG0000932	CLUG_00849	E0198_000322
OG0000933	CLUG_00850	E0198_000321
OG0000934	CLUG_00851	E0198_000320
OG0000935	CLUG_00854	E0198_000318
OG0000936	CLUG_00855	E0198_000317
OG0000937	CLUG_00856	E0198_000316
OG0000938	CLUG_00857	E0198_000314
OG0000939	CLUG_00860	E0198_000312
OG0000940	CLUG_00861	E0198_000311
OG0000941	CLUG_00862	E0198_000310
OG0000942	CLUG_00863	E0198_000309
OG0000943	CLUG_00864	E0198_000308
OG0000944	CLUG_00866	E0198_000305
OG0000945	CLUG_00867	E0198_000304
OG0000946	CLUG_00868	E0198_000303
OG0000947	CLUG_00869	E0198_000302
OG0000948	CLUG_00870	E0198_000301
OG0000949	CLUG_00871	E0198_000300
OG0000950	CLUG_00872	E0198_000299
OG0000951	CLUG_00873	E0198_000298
OG0000952	CLUG_00874	E0198_000297
OG0000953	CLUG_00875	E0198_000296
OG0000954	CLUG_00876	E0198_000295
OG0000955	CLUG_00877	E0198_000294
OG0000956	CLUG_00878	E0198_000293
OG0000957	CLUG_00879	E0198_000292
OG0000958	CLUG_00880	E0198_000291
OG0000959	CLUG_00882	E0198_000290
OG0000960	CLUG_00883	E0198_000289
OG0000961	CLUG_00884	E0198_000288
OG0000962	CLUG_00885	E0198_000287
OG0000963	CLUG_00886	E0198_000286
OG0000964	CLUG_00888	E0198_000285
OG0000965	CLUG_00889	E0198_000284
OG0000966	CLUG_00890	E0198_000283
OG0000967	CLUG_00891	E0198_000282
OG0000968	CLUG_00892	E0198_000281
OG0000969	CLUG_00893	E0198_000280
OG0000970	CLUG_00894	E0198_000279
OG0000971	CLUG_00895	E0198_000278
OG0000972	CLUG_00896	E0198_000277
OG0000973	CLUG_00898	E0198_000276
OG0000974	CLUG_00899	E0198_000275
OG0000975	CLUG_00900	E0198_000274
OG0000976	CLUG_00901	E0198_000273
OG0000977	CLUG_00902	E0198_000272
OG0000978	CLUG_00903	E0198_000270
OG0000979	CLUG_00904	E0198_000269
OG0000980	CLUG_00905	E0198_000268
OG0000981	CLUG_00906	E0198_000267
OG0000982	CLUG_00907	E0198_000266
OG0000983	CLUG_00908	E0198_000265
OG0000984	CLUG_00909	E0198_000264
OG0000985	CLUG_00910	E0198_000263
OG0000986	CLUG_00911	E0198_000262
OG0000987	CLUG_00912	E0198_000261
OG0000988	CLUG_00913	E0198_000260
OG0000989	CLUG_00915	E0198_000258
OG0000990	CLUG_00916	E0198_000257
OG0000991	CLUG_00917	E0198_000256
OG0000992	CLUG_00918	E0198_000254
OG0000993	CLUG_00921	E0198_000249
OG0000994	CLUG_00922	E0198_000248
OG0000995	CLUG_00923	E0198_000247
OG0000996	CLUG_00924	E0198_000246
OG0000997	CLUG_00925	E0198_000245
OG0000998	CLUG_00926	E0198_000244
OG0000999	CLUG_00930	E0198_000242
OG0001000	CLUG_00931	E0198_000240
OG0001001	CLUG_00933	E0198_000237
OG0001002	CLUG_00934	E0198_000236
OG0001003	CLUG_00935	E0198_000235
OG0001004	CLUG_00938	E0198_000233
OG0001005	CLUG_00939	E0198_000232
OG0001006	CLUG_00940	E0198_000231
OG0001007	CLUG_00941	E0198_000230
OG0001008	CLUG_00942	E0198_000229
OG0001009	CLUG_00944	E0198_000228
OG0001010	CLUG_00946	E0198_000226
OG0001011	CLUG_00947	E0198_000225
OG0001012	CLUG_00948	E0198_000224
OG0001013	CLUG_00949	E0198_000223
OG0001014	CLUG_00951	E0198_000222
OG0001015	CLUG_00952	E0198_000221
OG0001016	CLUG_00953	E0198_000220
OG0001017	CLUG_00955	E0198_000218
OG0001018	CLUG_00958	E0198_000216
OG0001019	CLUG_00960	E0198_000215
OG0001020	CLUG_00961	E0198_000214
OG0001021	CLUG_00962	E0198_000213
OG0001022	CLUG_00963	E0198_000212
OG0001023	CLUG_00964	E0198_000211
OG0001024	CLUG_00965	E0198_000210
OG0001025	CLUG_00966	E0198_000209
OG0001026	CLUG_00967	E0198_000208
OG0001027	CLUG_00968	E0198_000207
OG0001028	CLUG_00969	E0198_000206
OG0001029	CLUG_00970	E0198_000205
OG0001030	CLUG_00971	E0198_000204
OG0001031	CLUG_00972	E0198_000203
OG0001032	CLUG_00973	E0198_000202
OG0001033	CLUG_00974	E0198_000201
OG0001034	CLUG_00975	E0198_000200
OG0001035	CLUG_00976	E0198_000198
OG0001036	CLUG_00977	E0198_000197
OG0001037	CLUG_00981	E0198_000195
OG0001038	CLUG_00982	E0198_000194
OG0001039	CLUG_00983	E0198_000193
OG0001040	CLUG_00985	E0198_000190
OG0001041	CLUG_00987	E0198_000189
OG0001042	CLUG_00988	E0198_000188
OG0001043	CLUG_00989	E0198_000187
OG0001044	CLUG_00990	E0198_000186
OG0001045	CLUG_00991	E0198_000185
OG0001046	CLUG_00993	E0198_000184
OG0001047	CLUG_00994	E0198_000183
OG0001048	CLUG_00995	E0198_000182
OG0001049	CLUG_00997	E0198_000181
OG0001050	CLUG_00998	E0198_000180
OG0001051	CLUG_01000	E0198_000179
OG0001052	CLUG_01005	E0198_000175
OG0001053	CLUG_01006	E0198_000174
OG0001054	CLUG_01007	E0198_000173
OG0001055	CLUG_01008	E0198_000172
OG0001056	CLUG_01009	E0198_000171
OG0001057	CLUG_01010	E0198_000170
OG0001058	CLUG_01011	E0198_000169
OG0001059	CLUG_01012	E0198_000168
OG0001060	CLUG_01014	E0198_000166
OG0001061	CLUG_01015	E0198_000165
OG0001062	CLUG_01016	E0198_000164
OG0001063	CLUG_01017	E0198_000163
OG0001064	CLUG_01018	E0198_000161
OG0001065	CLUG_01019	E0198_000160
OG0001066	CLUG_01020	E0198_000159
OG0001067	CLUG_01021	E0198_000158
OG0001068	CLUG_01024	E0198_000157
OG0001069	CLUG_01026	E0198_000156
OG0001070	CLUG_01028	E0198_000155
OG0001071	CLUG_01029	E0198_000154
OG0001072	CLUG_01030	E0198_000153
OG0001073	CLUG_01031	E0198_000152
OG0001075	CLUG_01036	E0198_000151
OG0001076	CLUG_01037	E0198_000150
OG0001077	CLUG_01038	E0198_000149
OG0001078	CLUG_01039	E0198_000148
OG0001079	CLUG_01040	E0198_000147
OG0001080	CLUG_01041	E0198_000146
OG0001081	CLUG_01042	E0198_000145
OG0001082	CLUG_01044	E0198_000143
OG0001083	CLUG_01046	E0198_000142
OG0001084	CLUG_01047	E0198_000141
OG0001085	CLUG_01048	E0198_000140
OG0001086	CLUG_01049	E0198_000139
OG0001087	CLUG_01050	E0198_000138
OG0001088	CLUG_01052	E0198_000136
OG0001089	CLUG_01053	E0198_000135
OG0001090	CLUG_01054	E0198_000134
OG0001091	CLUG_01055	E0198_000133
OG0001092	CLUG_01056	E0198_000132
