Orthogroup	Clus_L17	Clus_ATCC42720
OG0000425	E0198_000932	CLUG_00167
OG0000426	E0198_000931	CLUG_00168
OG0000427	E0198_000930	CLUG_00169
OG0000428	E0198_000928	CLUG_00170
OG0000429	E0198_000925	CLUG_00172
OG0000430	E0198_000924	CLUG_00175
OG0000431	E0198_000923	CLUG_00176
OG0000432	E0198_000922	CLUG_00177
OG0000433	E0198_000920	CLUG_00179
OG0000434	E0198_000919	CLUG_00180
OG0000435	E0198_000918	CLUG_00181
OG0000436	E0198_000917	CLUG_00182
OG0000437	E0198_000916	CLUG_00183
OG0000438	E0198_000915	CLUG_00184
OG0000439	E0198_000914	CLUG_00185
OG0000440	E0198_000913	CLUG_00186
OG0000441	E0198_000912	CLUG_00187
OG0000442	E0198_000911	CLUG_00189
OG0000443	E0198_000907	CLUG_00191
OG0000444	E0198_000906	CLUG_00192
OG0000445	E0198_000905	CLUG_00193
OG0000446	E0198_000904	CLUG_00194
OG0000447	E0198_000903	CLUG_00195
OG0000448	E0198_000902	CLUG_00196
OG0000449	E0198_000901	CLUG_00198
OG0000450	E0198_000900	CLUG_00199
OG0000451	E0198_000899	CLUG_00202
OG0000452	E0198_000898	CLUG_00203
OG0000453	E0198_000897	CLUG_00204
OG0000454	E0198_000896	CLUG_00205
OG0000455	E0198_000894	CLUG_00207
OG0000456	E0198_000891	CLUG_00208
OG0000457	E0198_000890	CLUG_00209
OG0000458	E0198_000889	CLUG_00210
OG0000459	E0198_000888	CLUG_00211
OG0000460	E0198_000887	CLUG_00212
OG0000461	E0198_000886	CLUG_00213
OG0000462	E0198_000885	CLUG_00214
OG0000463	E0198_000884	CLUG_00215
OG0000464	E0198_000883	CLUG_00216
OG0000465	E0198_000882	CLUG_00217
OG0000466	E0198_000880	CLUG_00219
OG0000467	E0198_000877	CLUG_00221
OG0000468	E0198_000875	CLUG_00224
OG0000469	E0198_000874	CLUG_00225
OG0000470	E0198_000873	CLUG_00226
OG0000471	E0198_000872	CLUG_00227
OG0000472	E0198_000871	CLUG_00228
OG0000473	E0198_000870	CLUG_00229
OG0000474	E0198_000869	CLUG_00230
OG0000475	E0198_000868	CLUG_00231
OG0000476	E0198_000867	CLUG_00232
OG0000477	E0198_000865	CLUG_00234
OG0000478	E0198_000864	CLUG_00235
OG0000479	E0198_000863	CLUG_00240
OG0000480	E0198_000862	CLUG_00242
OG0000481	E0198_000859	CLUG_00243
OG0000482	E0198_000858	CLUG_00244
OG0000483	E0198_000857	CLUG_00245
OG0000484	E0198_000855	CLUG_00246
OG0000485	E0198_000854	CLUG_00247
OG0000486	E0198_000853	CLUG_00248
OG0000487	E0198_000851	CLUG_00249
OG0000488	E0198_000850	CLUG_00250
OG0000489	E0198_000849	CLUG_00251
OG0000490	E0198_000848	CLUG_00252
OG0000491	E0198_000847	CLUG_00254
OG0000492	E0198_000846	CLUG_00255
OG0000493	E0198_000845	CLUG_00256
OG0000494	E0198_000843	CLUG_00258
OG0000495	E0198_000842	CLUG_00259
OG0000496	E0198_000841	CLUG_00260
OG0000497	E0198_000840	CLUG_00261
OG0000498	E0198_000839	CLUG_00262
OG0000499	E0198_000837	CLUG_00263
OG0000500	E0198_000836	CLUG_00264
OG0000501	E0198_000833	CLUG_00286
OG0000502	E0198_000832	CLUG_00287
OG0000503	E0198_000831	CLUG_00288
OG0000504	E0198_000830	CLUG_00289
OG0000505	E0198_000829	CLUG_00291
OG0000506	E0198_000828	CLUG_00292
OG0000507	E0198_000827	CLUG_00293
OG0000508	E0198_000826	CLUG_00294
OG0000509	E0198_000825	CLUG_00295
OG0000510	E0198_000824	CLUG_00296
OG0000511	E0198_000823	CLUG_00297
OG0000512	E0198_000822	CLUG_00298
OG0000513	E0198_000821	CLUG_00299
OG0000514	E0198_000820	CLUG_00300
OG0000515	E0198_000819	CLUG_00301
OG0000516	E0198_000818	CLUG_00302
OG0000517	E0198_000817	CLUG_00303
OG0000518	E0198_000816	CLUG_00304
OG0000519	E0198_000815	CLUG_00305
OG0000520	E0198_000814	CLUG_00306
OG0000521	E0198_000812	CLUG_00309
OG0000522	E0198_000811	CLUG_00311
OG0000523	E0198_000810	CLUG_00312
OG0000524	E0198_000807	CLUG_00314
OG0000525	E0198_000806	CLUG_00315
OG0000526	E0198_000805	CLUG_00316
OG0000527	E0198_000804	CLUG_00317
OG0000528	E0198_000803	CLUG_00318
OG0000529	E0198_000802	CLUG_00319
OG0000530	E0198_000801	CLUG_00320
OG0000531	E0198_000798	CLUG_00323
OG0000532	E0198_000797	CLUG_00324
OG0000533	E0198_000796	CLUG_00326
OG0000534	E0198_000795	CLUG_00327
OG0000535	E0198_000794	CLUG_00328
OG0000536	E0198_000793	CLUG_00329
OG0000537	E0198_000792	CLUG_00330
OG0000538	E0198_000791	CLUG_00331
OG0000539	E0198_000790	CLUG_00332
OG0000540	E0198_000789	CLUG_00333
OG0000541	E0198_000788	CLUG_00334
OG0000542	E0198_000787	CLUG_00335
OG0000543	E0198_000786	CLUG_00337
OG0000544	E0198_000785	CLUG_00338
OG0000545	E0198_000784	CLUG_00339
OG0000546	E0198_000783	CLUG_00340
OG0000547	E0198_000782	CLUG_00341
OG0000548	E0198_000781	CLUG_00342
OG0000549	E0198_000780	CLUG_00343
OG0000550	E0198_000779	CLUG_00344
OG0000551	E0198_000778	CLUG_00345
OG0000552	E0198_000777	CLUG_00346
OG0000553	E0198_000775	CLUG_00347
OG0000554	E0198_000774	CLUG_00348
OG0000555	E0198_000773	CLUG_00349
OG0000556	E0198_000772	CLUG_00350
OG0000557	E0198_000771	CLUG_00351
OG0000558	E0198_000769	CLUG_00353
OG0000559	E0198_000768	CLUG_00354
OG0000560	E0198_000767	CLUG_00356
OG0000561	E0198_000766	CLUG_00357
OG0000562	E0198_000765	CLUG_00360
OG0000563	E0198_000764	CLUG_00361
OG0000564	E0198_000763	CLUG_00363
OG0000565	E0198_000762	CLUG_00365
OG0000566	E0198_000761	CLUG_00366
OG0000567	E0198_000760	CLUG_00367
OG0000568	E0198_000759	CLUG_00368
OG0000569	E0198_000758	CLUG_00369
OG0000570	E0198_000756	CLUG_00371
OG0000571	E0198_000755	CLUG_00372
OG0000572	E0198_000754	CLUG_00373
OG0000573	E0198_000753	CLUG_00374
OG0000574	E0198_000752	CLUG_00375
OG0000575	E0198_000748	CLUG_00380
OG0000576	E0198_000747	CLUG_00382
OG0000577	E0198_000746	CLUG_00383
OG0000578	E0198_000745	CLUG_00384
OG0000579	E0198_000744	CLUG_00385
OG0000580	E0198_000743	CLUG_00386
OG0000581	E0198_000742	CLUG_00387
OG0000582	E0198_000741	CLUG_00388
OG0000583	E0198_000740	CLUG_00389
OG0000584	E0198_000739	CLUG_00390
OG0000585	E0198_000738	CLUG_00391
OG0000586	E0198_000736	CLUG_00396
OG0000588	E0198_000733	CLUG_00400
OG0000589	E0198_000730	CLUG_00404
OG0000590	E0198_000729	CLUG_00406
OG0000591	E0198_000728	CLUG_00407
OG0000592	E0198_000727	CLUG_00408
OG0000593	E0198_000726	CLUG_00409
OG0000594	E0198_000725	CLUG_00411
OG0000595	E0198_000724	CLUG_00412
OG0000596	E0198_000723	CLUG_00415
OG0000597	E0198_000722	CLUG_00416
OG0000598	E0198_000721	CLUG_00417
OG0000599	E0198_000720	CLUG_00418
OG0000600	E0198_000716	CLUG_00422
OG0000601	E0198_000715	CLUG_00423
OG0000602	E0198_000714	CLUG_00424
OG0000603	E0198_000713	CLUG_00426
OG0000604	E0198_000712	CLUG_00427
OG0000605	E0198_000711	CLUG_00428
OG0000606	E0198_000710	CLUG_00429
OG0000607	E0198_000709	CLUG_00430
OG0000608	E0198_000707	CLUG_00432
OG0000609	E0198_000706	CLUG_00433
OG0000610	E0198_000705	CLUG_00434
OG0000611	E0198_000704	CLUG_00435
OG0000612	E0198_000703	CLUG_00436
OG0000613	E0198_000702	CLUG_00437
OG0000614	E0198_000701	CLUG_00438
OG0000615	E0198_000700	CLUG_00439
OG0000616	E0198_000698	CLUG_00441
OG0000617	E0198_000696	CLUG_00443
OG0000618	E0198_000695	CLUG_00444
OG0000619	E0198_000694	CLUG_00445
OG0000620	E0198_000693	CLUG_00446
OG0000621	E0198_000692	CLUG_00447
OG0000622	E0198_000691	CLUG_00448
OG0000623	E0198_000690	CLUG_00450
OG0000624	E0198_000689	CLUG_00451
OG0000625	E0198_000688	CLUG_00453
OG0000626	E0198_000687	CLUG_00454
OG0000627	E0198_000686	CLUG_00455
OG0000628	E0198_000685	CLUG_00457
OG0000629	E0198_000684	CLUG_00458
OG0000630	E0198_000683	CLUG_00459
OG0000631	E0198_000682	CLUG_00461
OG0000632	E0198_000680	CLUG_00462
OG0000633	E0198_000679	CLUG_00463
OG0000634	E0198_000678	CLUG_00464
OG0000635	E0198_000676	CLUG_00465
OG0000636	E0198_000672	CLUG_00469
OG0000637	E0198_000671	CLUG_00470
OG0000638	E0198_000669	CLUG_00472
OG0000639	E0198_000668	CLUG_00474
OG0000640	E0198_000666	CLUG_00477
OG0000641	E0198_000665	CLUG_00479
OG0000642	E0198_000664	CLUG_00480
OG0000643	E0198_000663	CLUG_00482
OG0000644	E0198_000662	CLUG_00483
OG0000645	E0198_000661	CLUG_00484
OG0000646	E0198_000660	CLUG_00485
OG0000647	E0198_000659	CLUG_00486
OG0000648	E0198_000658	CLUG_00487
OG0000649	E0198_000655	CLUG_00492
OG0000650	E0198_000654	CLUG_00493
OG0000651	E0198_000653	CLUG_00494
OG0000652	E0198_000652	CLUG_00497
OG0000653	E0198_000651	CLUG_00499
OG0000654	E0198_000650	CLUG_00501
OG0000655	E0198_000649	CLUG_00503
OG0000656	E0198_000648	CLUG_00504
OG0000657	E0198_000645	CLUG_00505
OG0000658	E0198_000643	CLUG_00507
OG0000659	E0198_000642	CLUG_00508
OG0000660	E0198_000641	CLUG_00509
OG0000661	E0198_000640	CLUG_00511
OG0000662	E0198_000639	CLUG_00512
OG0000663	E0198_000638	CLUG_00514
OG0000664	E0198_000637	CLUG_00515
OG0000665	E0198_000636	CLUG_00516
OG0000666	E0198_000635	CLUG_00517
OG0000667	E0198_000634	CLUG_00518
OG0000668	E0198_000633	CLUG_00519
OG0000669	E0198_000632	CLUG_00520
OG0000670	E0198_000631	CLUG_00521
OG0000671	E0198_000630	CLUG_00522
OG0000672	E0198_000629	CLUG_00523
OG0000673	E0198_000627	CLUG_00525
OG0000674	E0198_000626	CLUG_00526
OG0000675	E0198_000625	CLUG_00527
OG0000676	E0198_000624	CLUG_00528
OG0000677	E0198_000623	CLUG_00529
OG0000678	E0198_000621	CLUG_00531
OG0000679	E0198_000620	CLUG_00532
OG0000680	E0198_000619	CLUG_00533
OG0000681	E0198_000618	CLUG_00534
OG0000682	E0198_000617	CLUG_00535
OG0000683	E0198_000616	CLUG_00536
OG0000684	E0198_000615	CLUG_00537
OG0000685	E0198_000614	CLUG_00538
OG0000686	E0198_000613	CLUG_00539
OG0000687	E0198_000612	CLUG_00540
OG0000688	E0198_000610	CLUG_00542
OG0000689	E0198_000609	CLUG_00543
OG0000690	E0198_000607	CLUG_00544
OG0000691	E0198_000606	CLUG_00545
OG0000692	E0198_000605	CLUG_00546
OG0000693	E0198_000604	CLUG_00547
OG0000694	E0198_000603	CLUG_00548
OG0000695	E0198_000602	CLUG_00549
OG0000696	E0198_000601	CLUG_00550
OG0000697	E0198_000600	CLUG_00551
OG0000698	E0198_000599	CLUG_00552
OG0000699	E0198_000598	CLUG_00553
OG0000700	E0198_000597	CLUG_00554
OG0000701	E0198_000596	CLUG_00555
OG0000702	E0198_000595	CLUG_00556
OG0000703	E0198_000594	CLUG_00557
OG0000704	E0198_000593	CLUG_00558
OG0000705	E0198_000592	CLUG_00559
OG0000706	E0198_000591	CLUG_00561
OG0000707	E0198_000588	CLUG_00563
OG0000708	E0198_000587	CLUG_00564
OG0000709	E0198_000586	CLUG_00565
OG0000710	E0198_000583	CLUG_00568
OG0000711	E0198_000582	CLUG_00569
OG0000712	E0198_000581	CLUG_00570
OG0000713	E0198_000580	CLUG_00571
OG0000714	E0198_000578	CLUG_00574
OG0000715	E0198_000577	CLUG_00577
OG0000716	E0198_000576	CLUG_00578
OG0000717	E0198_000575	CLUG_00580
OG0000718	E0198_000574	CLUG_00581
OG0000719	E0198_000573	CLUG_00582
OG0000720	E0198_000572	CLUG_00584
OG0000721	E0198_000571	CLUG_00585
OG0000722	E0198_000570	CLUG_00586
OG0000723	E0198_000568	CLUG_00588
OG0000724	E0198_000567	CLUG_00589
OG0000725	E0198_000566	CLUG_00590
OG0000726	E0198_000565	CLUG_00591
OG0000727	E0198_000564	CLUG_00593
OG0000728	E0198_000563	CLUG_00594
OG0000729	E0198_000562	CLUG_00595
OG0000730	E0198_000561	CLUG_00596
OG0000731	E0198_000559	CLUG_00598
OG0000732	E0198_000558	CLUG_00599
OG0000733	E0198_000557	CLUG_00600
OG0000734	E0198_000556	CLUG_00601
OG0000735	E0198_000555	CLUG_00602
OG0000736	E0198_000554	CLUG_00603
OG0000737	E0198_000553	CLUG_00604
OG0000738	E0198_000552	CLUG_00605
OG0000739	E0198_000551	CLUG_00608
OG0000740	E0198_000550	CLUG_00609
OG0000741	E0198_000549	CLUG_00610
OG0000742	E0198_000547	CLUG_00613
OG0000743	E0198_000546	CLUG_00614
OG0000744	E0198_000545	CLUG_00615
OG0000745	E0198_000544	CLUG_00616
OG0000746	E0198_000543	CLUG_00617
OG0000747	E0198_000542	CLUG_00619
OG0000748	E0198_000541	CLUG_00620
OG0000749	E0198_000540	CLUG_00621
OG0000750	E0198_000539	CLUG_00623
OG0000751	E0198_000538	CLUG_00624
OG0000752	E0198_000537	CLUG_00625
OG0000753	E0198_000536	CLUG_00627
OG0000754	E0198_000535	CLUG_00629
OG0000755	E0198_000533	CLUG_00631
OG0000756	E0198_000532	CLUG_00632
OG0000757	E0198_000531	CLUG_00633
OG0000758	E0198_000530	CLUG_00634
OG0000759	E0198_000529	CLUG_00635
OG0000760	E0198_000527	CLUG_00636
OG0000761	E0198_000526	CLUG_00637
OG0000762	E0198_000525	CLUG_00638
OG0000763	E0198_000524	CLUG_00639
OG0000764	E0198_000523	CLUG_00641
OG0000765	E0198_000522	CLUG_00643
OG0000766	E0198_000521	CLUG_00644
OG0000767	E0198_000520	CLUG_00645
OG0000768	E0198_000519	CLUG_00646
OG0000769	E0198_000517	CLUG_00648
OG0000770	E0198_000516	CLUG_00649
OG0000771	E0198_000515	CLUG_00650
OG0000772	E0198_000514	CLUG_00651
OG0000773	E0198_000512	CLUG_00652
OG0000774	E0198_000511	CLUG_00653
OG0000775	E0198_000510	CLUG_00654
OG0000776	E0198_000509	CLUG_00655
OG0000777	E0198_000507	CLUG_00657
OG0000778	E0198_000506	CLUG_00658
OG0000779	E0198_000505	CLUG_00659
OG0000780	E0198_000504	CLUG_00661
OG0000781	E0198_000503	CLUG_00663
OG0000782	E0198_000502	CLUG_00664
OG0000783	E0198_000501	CLUG_00666
OG0000784	E0198_000500	CLUG_00667
OG0000785	E0198_000499	CLUG_00668
OG0000786	E0198_000498	CLUG_00669
OG0000787	E0198_000497	CLUG_00670
OG0000788	E0198_000496	CLUG_00671
OG0000789	E0198_000495	CLUG_00672
OG0000790	E0198_000494	CLUG_00673
OG0000791	E0198_000493	CLUG_00674
OG0000792	E0198_000492	CLUG_00675
OG0000793	E0198_000491	CLUG_00676
OG0000794	E0198_000489	CLUG_00677
OG0000795	E0198_000488	CLUG_00678
OG0000796	E0198_000487	CLUG_00679
OG0000797	E0198_000485	CLUG_00680
OG0000798	E0198_000484	CLUG_00681
OG0000799	E0198_000483	CLUG_00682
OG0000800	E0198_000482	CLUG_00684
OG0000801	E0198_000481	CLUG_00685
OG0000802	E0198_000480	CLUG_00686
OG0000803	E0198_000479	CLUG_00687
OG0000804	E0198_000478	CLUG_00688
OG0000805	E0198_000477	CLUG_00689
OG0000806	E0198_000476	CLUG_00690
OG0000807	E0198_000475	CLUG_00691
OG0000808	E0198_000474	CLUG_00694
OG0000810	E0198_000470	CLUG_00700
OG0000811	E0198_000467	CLUG_00703
OG0000812	E0198_000466	CLUG_00704
OG0000813	E0198_000465	CLUG_00705
OG0000814	E0198_000464	CLUG_00706
OG0000815	E0198_000463	CLUG_00707
OG0000816	E0198_000462	CLUG_00708
OG0000817	E0198_000461	CLUG_00710
OG0000818	E0198_000460	CLUG_00711
OG0000819	E0198_000459	CLUG_00712
OG0000820	E0198_000458	CLUG_00713
OG0000821	E0198_000457	CLUG_00714
OG0000822	E0198_000456	CLUG_00715
OG0000823	E0198_000455	CLUG_00716
OG0000824	E0198_000454	CLUG_00717
OG0000825	E0198_000453	CLUG_00718
OG0000826	E0198_000452	CLUG_00719
OG0000827	E0198_000450	CLUG_00720
OG0000828	E0198_000448	CLUG_00722
OG0000829	E0198_000446	CLUG_00723
OG0000830	E0198_000445	CLUG_00724
OG0000831	E0198_000444	CLUG_00725
OG0000832	E0198_000443	CLUG_00726
OG0000833	E0198_000442	CLUG_00727
OG0000834	E0198_000441	CLUG_00728
OG0000835	E0198_000440	CLUG_00729
OG0000836	E0198_000439	CLUG_00730
OG0000837	E0198_000438	CLUG_00731
OG0000838	E0198_000437	CLUG_00733
OG0000839	E0198_000434	CLUG_00736
OG0000840	E0198_000433	CLUG_00737
OG0000841	E0198_000432	CLUG_00738
OG0000842	E0198_000430	CLUG_00742
OG0000843	E0198_000429	CLUG_00743
OG0000844	E0198_000428	CLUG_00745
OG0000845	E0198_000427	CLUG_00746
OG0000846	E0198_000426	CLUG_00747
OG0000847	E0198_000425	CLUG_00748
OG0000848	E0198_000424	CLUG_00749
OG0000849	E0198_000423	CLUG_00750
OG0000850	E0198_000421	CLUG_00752
OG0000851	E0198_000420	CLUG_00753
OG0000852	E0198_000419	CLUG_00754
OG0000853	E0198_000418	CLUG_00755
OG0000854	E0198_000417	CLUG_00756
OG0000855	E0198_000415	CLUG_00757
OG0000856	E0198_000413	CLUG_00759
OG0000857	E0198_000412	CLUG_00760
OG0000858	E0198_000411	CLUG_00761
OG0000859	E0198_000407	CLUG_00764
OG0000860	E0198_000406	CLUG_00765
OG0000861	E0198_000405	CLUG_00766
OG0000862	E0198_000404	CLUG_00767
OG0000863	E0198_000403	CLUG_00768
OG0000864	E0198_000402	CLUG_00769
OG0000865	E0198_000401	CLUG_00770
OG0000866	E0198_000398	CLUG_00771
OG0000867	E0198_000397	CLUG_00772
OG0000868	E0198_000396	CLUG_00773
OG0000869	E0198_000395	CLUG_00774
OG0000870	E0198_000394	CLUG_00775
OG0000871	E0198_000393	CLUG_00776
OG0000872	E0198_000392	CLUG_00777
OG0000873	E0198_000389	CLUG_00780
OG0000874	E0198_000388	CLUG_00781
OG0000875	E0198_000387	CLUG_00782
OG0000876	E0198_000386	CLUG_00783
OG0000877	E0198_000385	CLUG_00786
OG0000878	E0198_000384	CLUG_00787
OG0000879	E0198_000383	CLUG_00788
OG0000880	E0198_000382	CLUG_00789
OG0000881	E0198_000381	CLUG_00790
OG0000882	E0198_000380	CLUG_00791
OG0000883	E0198_000378	CLUG_00793
OG0000884	E0198_000377	CLUG_00794
OG0000885	E0198_000376	CLUG_00795
OG0000886	E0198_000375	CLUG_00796
OG0000887	E0198_000374	CLUG_00797
OG0000888	E0198_000373	CLUG_00798
OG0000889	E0198_000372	CLUG_00799
OG0000890	E0198_000371	CLUG_00800
OG0000891	E0198_000370	CLUG_00801
OG0000892	E0198_000369	CLUG_00802
OG0000893	E0198_000368	CLUG_00804
OG0000894	E0198_000367	CLUG_00805
OG0000895	E0198_000366	CLUG_00806
OG0000896	E0198_000363	CLUG_00807
OG0000897	E0198_000362	CLUG_00808
OG0000898	E0198_000360	CLUG_00809
OG0000899	E0198_000359	CLUG_00810
OG0000900	E0198_000358	CLUG_00811
OG0000901	E0198_000357	CLUG_00812
OG0000902	E0198_000356	CLUG_00813
OG0000903	E0198_000355	CLUG_00814
OG0000904	E0198_000354	CLUG_00815
OG0000905	E0198_000353	CLUG_00816
OG0000906	E0198_000352	CLUG_00817
OG0000907	E0198_000351	CLUG_00818
OG0000908	E0198_000350	CLUG_00819
OG0000909	E0198_000349	CLUG_00820
OG0000910	E0198_000348	CLUG_00821
OG0000911	E0198_000345	CLUG_00823
OG0000912	E0198_000343	CLUG_00824
OG0000913	E0198_000342	CLUG_00825
OG0000914	E0198_000340	CLUG_00826
OG0000915	E0198_000339	CLUG_00827
OG0000916	E0198_000338	CLUG_00829
OG0000917	E0198_000337	CLUG_00831
OG0000918	E0198_000336	CLUG_00832
OG0000919	E0198_000335	CLUG_00833
OG0000920	E0198_000334	CLUG_00834
OG0000921	E0198_000333	CLUG_00835
OG0000922	E0198_000332	CLUG_00836
OG0000923	E0198_000331	CLUG_00837
OG0000924	E0198_000330	CLUG_00838
OG0000925	E0198_000329	CLUG_00839
OG0000926	E0198_000328	CLUG_00840
OG0000927	E0198_000327	CLUG_00842
OG0000928	E0198_000326	CLUG_00845
OG0000929	E0198_000325	CLUG_00846
OG0000930	E0198_000324	CLUG_00847
OG0000931	E0198_000323	CLUG_00848
OG0000932	E0198_000322	CLUG_00849
OG0000933	E0198_000321	CLUG_00850
OG0000934	E0198_000320	CLUG_00851
OG0000935	E0198_000318	CLUG_00854
OG0000936	E0198_000317	CLUG_00855
OG0000937	E0198_000316	CLUG_00856
OG0000938	E0198_000314	CLUG_00857
OG0000939	E0198_000312	CLUG_00860
OG0000940	E0198_000311	CLUG_00861
OG0000941	E0198_000310	CLUG_00862
OG0000942	E0198_000309	CLUG_00863
OG0000943	E0198_000308	CLUG_00864
OG0000944	E0198_000305	CLUG_00866
OG0000945	E0198_000304	CLUG_00867
OG0000946	E0198_000303	CLUG_00868
OG0000947	E0198_000302	CLUG_00869
OG0000948	E0198_000301	CLUG_00870
OG0000949	E0198_000300	CLUG_00871
OG0000950	E0198_000299	CLUG_00872
OG0000951	E0198_000298	CLUG_00873
OG0000952	E0198_000297	CLUG_00874
OG0000953	E0198_000296	CLUG_00875
OG0000954	E0198_000295	CLUG_00876
OG0000955	E0198_000294	CLUG_00877
OG0000956	E0198_000293	CLUG_00878
OG0000957	E0198_000292	CLUG_00879
OG0000958	E0198_000291	CLUG_00880
OG0000959	E0198_000290	CLUG_00882
OG0000960	E0198_000289	CLUG_00883
OG0000961	E0198_000288	CLUG_00884
OG0000962	E0198_000287	CLUG_00885
OG0000963	E0198_000286	CLUG_00886
OG0000964	E0198_000285	CLUG_00888
OG0000965	E0198_000284	CLUG_00889
OG0000966	E0198_000283	CLUG_00890
OG0000967	E0198_000282	CLUG_00891
OG0000968	E0198_000281	CLUG_00892
OG0000969	E0198_000280	CLUG_00893
OG0000970	E0198_000279	CLUG_00894
OG0000971	E0198_000278	CLUG_00895
OG0000972	E0198_000277	CLUG_00896
OG0000973	E0198_000276	CLUG_00898
OG0000974	E0198_000275	CLUG_00899
OG0000975	E0198_000274	CLUG_00900
OG0000976	E0198_000273	CLUG_00901
OG0000977	E0198_000272	CLUG_00902
OG0000978	E0198_000270	CLUG_00903
OG0000979	E0198_000269	CLUG_00904
OG0000980	E0198_000268	CLUG_00905
OG0000981	E0198_000267	CLUG_00906
OG0000982	E0198_000266	CLUG_00907
OG0000983	E0198_000265	CLUG_00908
OG0000984	E0198_000264	CLUG_00909
OG0000985	E0198_000263	CLUG_00910
OG0000986	E0198_000262	CLUG_00911
OG0000987	E0198_000261	CLUG_00912
OG0000988	E0198_000260	CLUG_00913
OG0000989	E0198_000258	CLUG_00915
OG0000990	E0198_000257	CLUG_00916
OG0000991	E0198_000256	CLUG_00917
OG0000992	E0198_000254	CLUG_00918
OG0000993	E0198_000249	CLUG_00921
OG0000994	E0198_000248	CLUG_00922
OG0000995	E0198_000247	CLUG_00923
OG0000996	E0198_000246	CLUG_00924
OG0000997	E0198_000245	CLUG_00925
OG0000998	E0198_000244	CLUG_00926
OG0000999	E0198_000242	CLUG_00930
OG0001000	E0198_000240	CLUG_00931
OG0001001	E0198_000237	CLUG_00933
OG0001002	E0198_000236	CLUG_00934
OG0001003	E0198_000235	CLUG_00935
OG0001004	E0198_000233	CLUG_00938
OG0001005	E0198_000232	CLUG_00939
OG0001006	E0198_000231	CLUG_00940
OG0001007	E0198_000230	CLUG_00941
OG0001008	E0198_000229	CLUG_00942
OG0001009	E0198_000228	CLUG_00944
OG0001010	E0198_000226	CLUG_00946
OG0001011	E0198_000225	CLUG_00947
OG0001012	E0198_000224	CLUG_00948
OG0001013	E0198_000223	CLUG_00949
OG0001014	E0198_000222	CLUG_00951
OG0001015	E0198_000221	CLUG_00952
OG0001016	E0198_000220	CLUG_00953
OG0001017	E0198_000218	CLUG_00955
OG0001018	E0198_000216	CLUG_00958
OG0001019	E0198_000215	CLUG_00960
OG0001020	E0198_000214	CLUG_00961
OG0001021	E0198_000213	CLUG_00962
OG0001022	E0198_000212	CLUG_00963
OG0001023	E0198_000211	CLUG_00964
OG0001024	E0198_000210	CLUG_00965
OG0001025	E0198_000209	CLUG_00966
OG0001026	E0198_000208	CLUG_00967
OG0001027	E0198_000207	CLUG_00968
OG0001028	E0198_000206	CLUG_00969
OG0001029	E0198_000205	CLUG_00970
OG0001030	E0198_000204	CLUG_00971
OG0001031	E0198_000203	CLUG_00972
OG0001032	E0198_000202	CLUG_00973
OG0001033	E0198_000201	CLUG_00974
OG0001034	E0198_000200	CLUG_00975
OG0001035	E0198_000198	CLUG_00976
OG0001036	E0198_000197	CLUG_00977
OG0001037	E0198_000195	CLUG_00981
OG0001038	E0198_000194	CLUG_00982
OG0001039	E0198_000193	CLUG_00983
OG0001040	E0198_000190	CLUG_00985
OG0001041	E0198_000189	CLUG_00987
OG0001042	E0198_000188	CLUG_00988
OG0001043	E0198_000187	CLUG_00989
OG0001044	E0198_000186	CLUG_00990
OG0001045	E0198_000185	CLUG_00991
OG0001046	E0198_000184	CLUG_00993
OG0001047	E0198_000183	CLUG_00994
OG0001048	E0198_000182	CLUG_00995
OG0001049	E0198_000181	CLUG_00997
OG0001050	E0198_000180	CLUG_00998
OG0001051	E0198_000179	CLUG_01000
OG0001052	E0198_000175	CLUG_01005
OG0001053	E0198_000174	CLUG_01006
OG0001054	E0198_000173	CLUG_01007
OG0001055	E0198_000172	CLUG_01008
OG0001056	E0198_000171	CLUG_01009
OG0001057	E0198_000170	CLUG_01010
OG0001058	E0198_000169	CLUG_01011
OG0001059	E0198_000168	CLUG_01012
OG0001060	E0198_000166	CLUG_01014
OG0001061	E0198_000165	CLUG_01015
OG0001062	E0198_000164	CLUG_01016
OG0001063	E0198_000163	CLUG_01017
OG0001064	E0198_000161	CLUG_01018
OG0001065	E0198_000160	CLUG_01019
OG0001066	E0198_000159	CLUG_01020
OG0001067	E0198_000158	CLUG_01021
OG0001068	E0198_000157	CLUG_01024
OG0001069	E0198_000156	CLUG_01026
OG0001070	E0198_000155	CLUG_01028
OG0001071	E0198_000154	CLUG_01029
OG0001072	E0198_000153	CLUG_01030
OG0001073	E0198_000152	CLUG_01031
OG0001075	E0198_000151	CLUG_01036
OG0001076	E0198_000150	CLUG_01037
OG0001077	E0198_000149	CLUG_01038
OG0001078	E0198_000148	CLUG_01039
OG0001079	E0198_000147	CLUG_01040
OG0001080	E0198_000146	CLUG_01041
OG0001081	E0198_000145	CLUG_01042
OG0001082	E0198_000143	CLUG_01044
OG0001083	E0198_000142	CLUG_01046
OG0001084	E0198_000141	CLUG_01047
OG0001085	E0198_000140	CLUG_01048
OG0001086	E0198_000139	CLUG_01049
OG0001087	E0198_000138	CLUG_01050
OG0001088	E0198_000136	CLUG_01052
OG0001089	E0198_000135	CLUG_01053
OG0001090	E0198_000134	CLUG_01054
OG0001091	E0198_000133	CLUG_01055
OG0001092	E0198_000132	CLUG_01056
